voc_externalratingcommentsid,Overall Negative,Overall Neutral,Overall Positive,Sentence Sentiment,Sentence Positive,Sentence Neutral,Sentence Negative,Target,Assessment,Sentence,Overall Sentiment Score,Document Sentiment
2E644E28-D205-EF11-9F89-000D3AB2FDDD,0.01,0.1,0.89,positive,0.96,0.03,0,Anbindung,gut,Die Anbindung mit dem Bus zur Innenstadt ist auch sehr sehr gut (der fährt alle 10min).,0.88,positive
41CC6163-D205-EF11-9F89-000D3ADA83DF,0.15,0.12,0.73,neutral,0.02,0.98,0.01,Stege,reichen,Die Stege reichen bis ans Meer .,0.58,mixed
5DA6EFFE-6905-EF11-9F89-6045BDDDFB2D,0,0.04,0.95,positive,0.99,0.01,0,Personal,gutes,"\nGENERAL: Sehr angenehme Atmosphäre, gutes Personal und sehr freundlich. ",0.95,positive
AAAE03D1-6BD7-EE11-904C-000D3A67B052,0.01,0.14,0.85,positive,0.97,0.03,0,Hotelanlage,schöne," HOTEL: Sehr schöne und gepflegte Hotelanlage, tolle Poolanlage.Die Zimmer sind sehr groß (zumindest die mit eigenem Pool). ",0.84,positive
AA46BCEC-9C05-EF11-9F89-000D3ABA955D,0.15,0.12,0.73,positive,0.97,0.02,0,Essen,abwechslungsreich,Das Essen sehr lecker und abwechslungsreich.,0.58,mixed
0E2335B9-F005-EF11-9F89-000D3ADD6772,0.02,0.31,0.67,positive,0.95,0.04,0.01,Empfehlung,absolut weiterzu,Absolut weiter zu empfehlen.,0.65,positive
A911CF84-9C05-EF11-9F89-000D3AB2FDDD,0.01,0.15,0.84,positive,0.84,0.15,0.01,Personal,freundlich,"Das Einen Ausflug kann man nach Hughada oder Safaga machen\nSERVICE: Das Personal ist freundlich und immer sehr hilfsbereit\nROOM: die Zimmer sind von der Größe her gut, in den Betten kann man gut schlafen",0.83,positive
1DDC6FFE-AEF4-EE11-A1FD-002248A2F5F4,0.01,0.1,0.89,positive,0.84,0.15,0.01,Personal,zuvorkommend,"\nHOTEL: Das Personal vom Kellner, Animation bis zum Gärtner waren freundlich und zuvorkommend! ",0.88,positive
C100C64C-6CD7-EE11-904C-000D3A67B052,0.2,0.1,0.7,positive,0.99,0.01,0,Hotel,tolles," HOTEL: Ein tolles Hotel, das unsere Erwartungen in nahezu allen Punkten übertroffen hat. ",0.5,mixed
FEF4CBA8-54D7-EE11-904C-000D3A67B052,0.01,0.11,0.88,positive,0.98,0.01,0,Personal,sauber," HOTEL: Das Hotel ist sehr schön, Personal, Zimmer sehr sauber. ",0.87,positive
FDE953D2-44D7-EE11-904C-000D3A67B052,0.13,0.22,0.66,positive,0.63,0.26,0.11,Das,nicht schlimm,Aber das ist nicht schlimm.,0.53,mixed
47736E77-B705-EF11-9F89-000D3AB03A02,0.06,0.25,0.68,positive,0.44,0.41,0.16,Personengedächtnis,beeindruckend,"Wahnsinn, welches Personengedächtnis die Leute haben. ",0.62,mixed
700A01CC-9AD3-EE11-9079-000D3ADC003D,0.73,0.11,0.16,neutral,0.13,0.82,0.05,Pacchetto,Gekauft,"Ho acquistato un pacchetto pubblicizzato per ""famiglia"".",-0.57,mixed
A452B0D8-44D7-EE11-904C-000D3A67B052,0.01,0.1,0.89,positive,0.94,0.05,0.01,SERVICE,hilfsbereit,"Sind alle nett und versuchen nur, irgendwie über die Runden zu kommen, da es ihre einzige Einnahmequelle ist SERVICE: Alle sind immer super freundlich, lieb und hilfsbereit!",0.88,positive
A452B0D8-44D7-EE11-904C-000D3A67B052,0.01,0.1,0.89,positive,0.94,0.05,0.01,SERVICE,hilfsbereit,"Sind alle nett und versuchen nur, irgendwie über die Runden zu kommen, da es ihre einzige Einnahmequelle ist SERVICE: Alle sind immer super freundlich, lieb und hilfsbereit!",0.88,positive
E6E2FAB5-6905-EF11-9F89-0022489E0DA9,0,0.01,0.99,positive,0.99,0.01,0,Essen,gutes,"\nGENERAL: Rundum zufrieden, gutes Essen, das Personal wahnsinnig freundlich, kinderfreundlich, tolles Abendprogramm.",0.99,positive
582CBC68-B1FF-EE11-9F89-7C1E52217B47,0.01,0.16,0.83,positive,0.96,0.03,0.01,essen,lecker,essen sehr lecker .,0.82,positive
8C5B05F9-B605-EF11-9F89-000D3AB55801,0.02,0.12,0.86,positive,0.98,0.02,0,Anlage,schöne,\nGENERAL: Sehr schöne Anlage und sehr sauber.,0.84,positive
91547B15-2DFA-EE11-A1FE-002248A3D3C7,0.02,0.04,0.94,positive,0.97,0.02,0,Essen,lecker,Das Essen war sehr abwechslungsreich und lecker.,0.92,positive
3482A662-B705-EF11-9F89-0022489DE34D,0.01,0.06,0.94,neutral,0.13,0.85,0.02,Zimmer,Ruhiges,Wir kommen wieder??\nLOCATION: Kurzer Transfer\nROOM: Ruhiges Zimmer,0.93,positive
75CC1B96-3BFA-EE11-A1FE-0022489EDBA9,0.06,0.2,0.75,neutral,0.03,0.94,0.03,Hausriffe,am Steg,Hausriffe am Steg bzw.,0.69,mixed
5207DF04-A9F4-EE11-A1FD-002248A3D3C7,0.03,0.13,0.85,neutral,0.03,0.94,0.03,Hotel,Zum zweiten Mal,\nHOTEL: Wir sind zum 2.,0.82,positive
CF002B5A-D205-EF11-9F89-0022489E0DA9,0.01,0.08,0.91,positive,0.83,0.16,0.01,Aufenthalt,unvergesslich,"\nGENERAL: Fantastische Animationen Serkan, der Animateur, machte den Aufenthalt unvergesslich. ",0.9,positive
BAF087BB-45D7-EE11-904C-000D3A67B052,0.01,0.16,0.83,positive,0.99,0.01,0,Essen,tollem,HOTEL: Super Familien Hotel mit tollem Essen und super Service.,0.82,positive
6D6A873E-4B05-EF11-9F89-7C1E52217B47,0.2,0.05,0.75,positive,0.99,0.01,0,Personal,freundlich,Personal sehr freundlich.,0.55,mixed
A34AE456-3CFA-EE11-A1FE-0022489EDBA9,0.01,0.14,0.85,positive,0.89,0.1,0.01,Kinder,glücklich,Meine Kinder sind sehr glücklich.,0.84,positive
87FFA555-33FA-EE11-A1FE-002248A3D3C7,0.67,0.12,0.21,negative,0.02,0.4,0.58,Schlafqualität,schlecht,So das man wirklich schlecht schlafen kann.,-0.46,mixed
464841F4-34FA-EE11-A1FE-0022489AE2FC,0.79,0.18,0.03,neutral,0.23,0.47,0.3,Pool,ungeheizt,"Aber nun wundern mich die guten Bewertungen sehr:- Pool und Lagune ungeheizt- Lagune stark RenovierungsbedürAg- Unpassende Platzierung des Partybereichs, da von 20:30 bis 22:30 Uhr Vollbeschallung.- Bäder RenovierungsbedürAg - Bewertungsbögen werden leer und unter Beobachtung abgegeben …",-0.76,negative
FEB7EB77-9DF4-EE11-A1FD-002248A2F5F4,0.01,0.15,0.84,positive,0.97,0.03,0.01,Hotel,Super,\nHOTEL: Super Hotel wir kommen wieder!!!!,0.83,positive
097A8EF4-D105-EF11-9F89-0022489E0DA9,0.1,0.16,0.74,neutral,0.13,0.84,0.03,Juniorsuite,Meerblick,"Es ist von Vorteil, etwas Englisch zu sprechen, denn nur wenige der Angestellten sprechen deutsch.\nROOM: Wir hatten eine Juniorsuite mit Meerblick gebucht. ",0.64,mixed
DE2F005C-8305-EF11-9F89-0022489CFF41,0.07,0.14,0.79,neutral,0.01,0.98,0.01,Kühlschränke,praktisch für Getränke,"Kühlschränke stehen überall im Hotel mit Wasserflaschen, Soft Drinks und teilweise auch Bier. ",0.72,mixed
998A8A56-1DFA-EE11-A1FE-002248A3D195,0.01,0.2,0.8,neutral,0.01,0.98,0.01,Kellner,mehrsprachig,"Man trifft auf mehrsprachige Kellner, sollte aber trotzdem im englischen redegewandt sein. ",0.79,positive
CA4ADACF-3BFA-EE11-A1FE-002248A3D195,0.19,0.18,0.63,neutral,0.32,0.63,0.05,Strandlage,Direkt und toll,\nLOCATION: Direkte Strandlage-TOLLGeschäfte in der Nähe!\nSERVICE: Keine Beanstandung!!,0.44,mixed
FE791466-9BE9-EE11-904C-0022489ED1EB,0.48,0.23,0.28,positive,0.7,0.27,0.04,Flugzeit,schlecht,Außerdem wäre uns eine bessere Flugzeit um einiges lieber gewesen.,-0.2,mixed
BFED6575-5BD7-EE11-904C-000D3A67B052,0,0.02,0.98,neutral,0.03,0.9,0.06,Kinder,Zuviele," HOTEL: Für uns Zuviele Kinder, im Speisesaal Zuviel Wirbel. ",0.98,positive
2A5055BD-B5F4-EE11-A1FD-002248A2F5F4,0.02,0.82,0.16,neutral,0.21,0.76,0.03,All inclusive,empfohlen,"Unbedingt All Inclusive buchen, denn auf der Insel herrschen „Mondpreise“ . ",0.14,neutral
42437596-54D7-EE11-904C-000D3A67B052,0.36,0.19,0.44,neutral,0.42,0.56,0.03,Außenanlagen,gepflegt,HOTEL: Die Außenanlagen sind sehr gepflegt.,0.08,mixed
7782FC1F-2BFA-EE11-A1FE-002248A3D3C7,0.15,0.82,0.03,neutral,0.01,0.68,0.31,Services,mangelhaft,des Services (Keine Getränke über einen Zeitraum von 15 bis 20 min) Die Tische wurden mit nur einem Lappen gewischt.,-0.12,neutral
46A7637A-1CFA-EE11-A1FE-0022489AE2FC,0.02,0.2,0.79,positive,0.97,0.03,0,Geschäfte,Nette,Nette kleine Geschäfte in der Umgebung.,0.77,positive
F6B93960-9DFF-EE11-9F89-000D3AB55801,0.45,0.2,0.36,negative,0,0.01,0.98,Balkon,schattig,Der Balkon war leider sehr schattig und die Plastikstühle waren nicht sehr bequem.,-0.09,mixed
46A7637A-1CFA-EE11-A1FE-0022489AE2FC,0.02,0.2,0.79,positive,0.87,0.11,0.01,Sportangebote,Tolle,\nSPORT: Tolle Sportangebote!,0.77,positive
8F4C2431-B6F4-EE11-A1FD-002248A2F5F4,0.25,0.24,0.52,positive,0.66,0.32,0.02,Zimmer,schön,\nHOTEL: Die Zimmer sind sehr schön.,0.27,mixed
E015F645-30FA-EE11-A1FE-0022489AE2FC,0.45,0.36,0.18,neutral,0.05,0.72,0.22,Geschlechter/sexuelle neigung,Kampf beenden,Hört auf mit diesem: besser oder schlechter Geschlechter/ sex Neigung etc Kampft.,-0.27,negative
E31E6099-F005-EF11-9F89-0022489E0DA9,0.01,0.08,0.91,positive,0.74,0.23,0.02,Zeit,schön erholsam,\nGENERAL: Es war eine schöne erholsame Zeit zum Anfang der Saison.,0.9,positive
6CF3F707-B0FF-EE11-9F89-7C1E52217B47,0.58,0.03,0.39,negative,0,0.01,0.99,Animation,langweilig,Die Animation am Abend war langweilig und fehlende Shows.,-0.19,mixed
BFA3684A-47D7-EE11-904C-000D3A67B052,0.01,0.03,0.96,neutral,0.28,0.61,0.11,Lage,unschlagbar,HOTEL: Die Lage des Hotels direkt am Meer ist unschlagbar.,0.95,positive
C33302D8-9C05-EF11-9F89-000D3AB5D00F,0,0.02,0.98,positive,0.97,0.02,0,Zimmer,sauber,"\nGENERAL: Zimmer sind sauber ,essen war abwechslungsreicher, Entertainment gut-sehr gut, ist empfehlenswert.",0.98,positive
B2FE6914-9BDE-EE11-904C-002248A3D195,0.79,0.19,0.02,negative,0,0.01,0.98,Reklamation,abgelehnt,"Leider wurde diese Reklamation von A nicht angenommen, Begründung trifft nicht zu, somit jegliche Entschädigung von A abgelehnt.",-0.77,negative
5F526A76-B705-EF11-9F89-6045BDDF0E33,0.01,0.1,0.89,positive,0.89,0.1,0.01,Kinderpool,Spitze,"\nGENERAL: Super Hotel Der Service ist unschlagbar Seit 15 Jahren reisen wir in Türkei, bis jetzt das beste Hotel, Service,Essen,Pool vor allem der Kinderpool sind einfach Spitze",0.88,positive
F7C5E93A-1BE4-EE11-904C-002248A3D195,0,0.01,0.99,positive,0.98,0.02,0,webseite,gute,"sehr gute webseite, klar und übersichtlich. ",0.99,positive
541E964E-2BFA-EE11-A1FE-002248A2F5F4,0.01,0.16,0.83,positive,0.79,0.18,0.03,Auswahl,große,Es gibt eine große Auswahl und geschmacklich ist auch alles super!\nSPORT: Wie immer ist die Animation großartig und sorgt für Unterhaltung!,0.82,positive
3D784891-6BD7-EE11-904C-000D3A67B052,0.32,0.05,0.63,neutral,0.16,0.83,0.01,Anlage,Gepflegte,HOTEL: Gepflegte Anlage in Strand Nähe mit vielen Annehmlichkeiten.,0.31,mixed
86E6403E-1DFA-EE11-A1FE-0022489AE2FC,0.33,0.11,0.56,positive,0.7,0.28,0.02,Hotel,schoen gelegen,\nHOTEL: Das Hotel ist schoen gelegen und modern .,0.23,mixed
0A25D298-3205-EF11-9F89-0022489CFF41,0,0.03,0.97,neutral,0.15,0.83,0.02,Willkommenheit,positiv,Man fühlt sich willkommen.\nFOOD: Es hat eine grosse Auswahl.,0.97,positive
F3F9CB01-D205-EF11-9F89-0022489DE34D,0.01,0.12,0.87,positive,0.76,0.21,0.03,Hotel,schön,\nGENERAL: Das Hotel ist sehr schön.,0.86,positive
2E63AD08-34FA-EE11-A1FE-0022489AE2FC,0.17,0.26,0.57,neutral,0.12,0.86,0.02,Meer,"nicht direkt am, aber fußläufig erreichbar","Also, wenn auch nicht direkt am Meer aber bestens fußläufig zu erreichen.",0.4,mixed
BB455B82-32FA-EE11-A1FE-002248A3D195,0.01,0.19,0.8,neutral,0.01,0.9,0.09,Fitnessraum,nicht genutzt,Fitnessraum mit Geräten ist auch vorhanden wurde von mir bis jetzt nicht genutzt.,0.79,positive
6DF3F707-B0FF-EE11-9F89-7C1E52217B47,0.02,0.27,0.71,neutral,0.37,0.62,0.02,Hoteltüchern,schöne Dinge,Der junge Mann hat ständig schöne Dinge aus den Hoteltüchern gebastelt.,0.69,positive
DE2F005C-8305-EF11-9F89-0022489CFF41,0.07,0.14,0.79,positive,0.99,0.01,0,Familie,perfekt,Für uns als Familie mit 5jährigem Kleinkind war es perfekt.,0.72,mixed
DC98D69F-5ED7-EE11-904C-000D3A67B052,0.02,0.18,0.81,positive,0.72,0.27,0.01,Anlage,gepflegte,HOTEL: Große gepflegte Anlage .,0.79,positive
EE9C7223-2DFA-EE11-A1FE-0022489EDBA9,0.02,0.2,0.78,positive,0.56,0.42,0.02,Essen,abwechslungsreich,mal da und werde wieder dort Urlaub machen.\nFOOD: Das Essen war schmackhaft und abwechslungsreich.,0.76,positive
97837EC6-9CFF-EE11-9F89-000D3AB55801,0.01,0.06,0.93,positive,0.99,0,0,Animation-Show‘s,toll,Die Animation-Show‘s waren sehr toll und die Mitarbeiter waren sehr freundlich und lieb.,0.92,positive
CE9A6032-50D7-EE11-904C-000D3A67B052,0.16,0.2,0.64,neutral,0.16,0.82,0.02,Luna blanca,gemütlich und vertraut,HOTEL: Seit 2015 fahren wir immer ins Luna Blanca und fühlen uns dort auch wie zuhause.,0.48,mixed
F82BD2D4-1C05-EF11-9F89-7C1E52217B47,0.07,0.14,0.79,positive,0.94,0.06,0,Gästebetreuung,präsent,"Alle Mitarbeiter sind sehr freundlich, die Gästebetreuung ist immer präsent und fragt ob alles in Ordnubg ist oder es an etwas fehlt. ",0.72,mixed
E9DC1371-B705-EF11-9F89-0022489DE34D,0.01,0.08,0.91,positive,0.99,0.01,0,Alle,Perfekt,Perfekt für alle!,0.9,positive
5A08379D-9DF4-EE11-A1FD-002248A3D195,0.6,0.39,0.02,negative,0.02,0.39,0.6,Hotel,Halbherzig,\nHOTEL: Halbherzig renoviertes Hotel Kein richtiges Bett im Zimmer - nur ein klappbares Reisebett Lieblose PoolbarKein Eiskaffee an der Poolbar Nicht zu empfehlen,-0.58,negative
E27ACDE3-B2F4-EE11-A1FD-002248A2F5F4,0.08,0.13,0.79,positive,0.97,0.03,0,Personal,freundlichem,\nHOTEL: Super schön angelegtes Hotel mit sehr freundlichem Personal.,0.71,mixed
2221088B-6BD7-EE11-904C-000D3A67B052,0.02,0.89,0.1,neutral,0.12,0.86,0.02,Personal,freundliches," HOTEL: In diesem Hotel ist alles vereint: Luxus, Ruhe, Unterhaltung, freundliches und zuvorkommendes Personal, Spiel und Spaß für junge und ältere Menschen, also für jeden perfekt ?? FOOD: Trotz vieler Gäste, niemals überlaufen Kein Gefühl von Massenabfertigung SPORT: Hier ist für jeden was dabei Wer da nichts findet, ist mit nichts in der Welt zufrieden. ",0.08,neutral
5F68B027-6A05-EF11-9F89-000D3ABA505B,0,0.02,0.98,positive,0.98,0.02,0,Zimmer,Saubere,"\nGENERAL: Sehr Saubere Zimmer top, Swimmingpool gut obwohl keine Duschen in der nähe nur vier duschen am strand sonst tip top",0.98,positive
AF64A71F-1DFA-EE11-A1FE-0022489EDBA9,0.01,0.18,0.81,neutral,0.4,0.59,0.01,Dusche,Große,"Große , begehbare Dusche, genügend Ablagefläche und Schränke. ",0.8,positive
94E3E602-39FA-EE11-A1FE-002248A3DC4F,0.01,0.1,0.89,neutral,0.01,0.98,0.01,Hotel apartment anlage,"direkt an den Klippen gelegen, wie ein kleines Dorf gestaltet","Direkt an den Klippen gelegene Hotel Apartment Anlage die wie ein kleines Dorf gestaltet ist, in mehreren Wohnblöcken aufgeteilt.",0.88,positive
4F905AE5-9C05-EF11-9F89-002248A040F5,0.45,0.12,0.43,positive,0.89,0.1,0.01,picobello,sauber,Der Strand ist nett auf 2 Ebenen angelegt und picobello sauber.,-0.02,mixed
CFFC30FD-21FA-EE11-A1FE-0022489EDBA9,0.01,0.11,0.88,neutral,0.23,0.76,0.02,Damen,freundlich,Auch die anderen Damen von der Gästebetreuung!,0.87,positive
0A518DF8-A6FF-EE11-9F89-6045BDDF0E33,0.01,0.14,0.85,positive,0.78,0.2,0.03,Hotel,positiv,Ich komme definitiv wieder und nur in dieses Hotel.,0.84,positive
B884E729-3CFA-EE11-A1FE-0022489AE2FC,0.34,0.13,0.53,neutral,0.05,0.73,0.22,Sachen,positiven,"1-2 nicht so positiven Sachen, welche in den Details beschrieben sind.\nFOOD: Große kulinarische Auswahl der Speisen mit verschiedenen Themenabenden, Grillhaus und und und. ",0.19,mixed
8F99EDE0-1BFA-EE11-A1FE-0022489AE2FC,0.77,0.21,0.03,neutral,0.08,0.58,0.34,Geld,zurückfordern,Wir fordern ganz klar das Geld zurück!!!,-0.74,negative
97342EA9-3205-EF11-9F89-000D3AB55801,0.01,0.09,0.9,positive,0.96,0.04,0,hotel,klasse,\nGENERAL: Super klasse hotel und klasse Service.,0.89,positive
AF64A71F-1DFA-EE11-A1FE-0022489EDBA9,0.01,0.18,0.81,positive,0.93,0.06,0.01,Gestaltet,ansprechend,sehr ansprechend gestaltet.,0.8,positive
C63F124A-D205-EF11-9F89-000D3AB2FDDD,0.01,0.13,0.86,positive,0.98,0.01,0,zimmer,schön,"\nGENERAL: Seht gute hotel, zimmer sauber und schön, Bedienung super, garten und Pool sauber uns schön gepflegt. ",0.85,positive
2EFA75EA-3105-EF11-9F89-0022489CFF41,0.2,0.05,0.75,positive,0.97,0.03,0,Personal,freundlich,Auch hier war das Personal immer sehr freundlich\nSERVICE: Immer mega freundlich .,0.55,mixed
5B0ED9BC-1C05-EF11-9F89-7C1E52217B47,0.01,0.13,0.86,positive,0.98,0.01,0,zimmer,schön,"\nGENERAL: Seht gute hotel, zimmer sauber und schön, Bedienung super, garten und Pool sauber uns schön gepflegt. ",0.85,positive
530C7C63-2FFA-EE11-A1FE-002248A2F5F4,0.54,0.1,0.36,positive,0.98,0.01,0,Putzpersonal,freundlich,Putzpersonal sehr gründlich und freundlich.,-0.18,mixed
E5D33171-62D7-EE11-904C-000D3A67B052,0.01,0.05,0.94,positive,0.9,0.09,0.01,Urlaub,perfekten,HOTEL: Das Personal hat uns einen perfekten Urlaub ermöglicht.,0.93,positive
999614F8-36FA-EE11-A1FE-002248A3D3C7,0.01,0.34,0.65,positive,0.5,0.49,0.01,WLAN,guten,"Teezubereitung, TV mit 2 deutschem Sendern (ARD und ZDF) und guten WLAN.",0.64,positive
F7CFCE8E-2BFA-EE11-A1FE-0022489AE2FC,0.01,0.05,0.95,positive,0.95,0.05,0.01,Animation,Gute,"\nHOTEL: Nette Angestellte, sehr sauber, gute Umgebung und Anbindung nach Side, gutes Animationsprogramm\nSPORT: Gute Animation von Berkay",0.94,positive
549FF60F-9BDE-EE11-904C-0022489ED1EB,0.72,0.24,0.04,negative,0.01,0.12,0.88,Badewanne,verschmutzte,"Nachdem wir zunächst in einem Zimmer mit Löchern in den Wänden, verschmutzte Badewanne und Toilette mit Insekten Befall untergebracht wurden, haben wir nach massiven Beschwerden ein Zimmer mit starken Schimmelbefall erhalten. ",-0.68,negative
9EB7963A-2CFA-EE11-A1FE-0022489EDBA9,0.04,0.16,0.8,positive,0.72,0.26,0.02,A là Carte Restaurants,empfehlen,Sowohl das Buffet als auch die A là Carte Restaurants sind zu empfehlen.,0.76,positive
6590D50B-D205-EF11-9F89-6045BDDF0E33,0.01,0.12,0.86,positive,0.85,0.14,0.01,Nissiblu Beach Resort,empfehlen,"Wir genießen jeden Moment und können das Nissiblu Beach Resort jedem empfehlen, der einen unvergesslichen Urlaub auf Zypern sucht.",0.85,positive
AB6FF2AF-4ED7-EE11-904C-000D3A67B052,0.24,0.07,0.69,positive,0.98,0.02,0,Personal,freundliches," HOTEL: Die Unterkunft ist in einem TOP Zustand, sehr freundliches Personal. ",0.45,mixed
71C1903A-1BE4-EE11-904C-002248A3D3C7,0.61,0.17,0.22,neutral,0.05,0.92,0.03,Firma,negativ,"Erstes und letztes mal gewesen, dass wir eine Reise über diese Firma gebucht haben.",-0.39,mixed
B7B1C349-2BFA-EE11-A1FE-002248A3D195,0.02,0.25,0.74,positive,0.56,0.42,0.02,Zimmer,schön,Die Zimmer sind schön hell und groß.,0.72,positive
A21FD1DE-44D7-EE11-904C-000D3A67B052,0.35,0.24,0.41,positive,0.55,0.43,0.02,Außenanlagen,gepflegt,Die Außenanlagen sind sehr gepflegt.,0.06,mixed
2CC5A69C-54D7-EE11-904C-000D3A67B052,0.73,0.16,0.11,negative,0.11,0.16,0.73,Leute,nett,HOTEL: Naja mal ganz ehrlich - dieses Hotel kann man keinen anbieten alles alt und heruntergekommen - Leute zwar nett aber haben Ihre Vorgaben - kein guter Standard !!!!,-0.62,negative
EB9872E7-A6F4-EE11-A1FD-002248A3D3C7,0,0.01,0.99,positive,0.99,0.01,0,Preis / Leistung,gut,Preis / Leistung sehr gut.,0.99,positive
8F99EDE0-1BFA-EE11-A1FE-0022489AE2FC,0.77,0.21,0.03,neutral,0.02,0.78,0.2,Nachzahlung,negativ,Wir wurden in unserem Ägypten Urlaub mehrfach an die Rezeption gebeten und sollten eine Nachzahlung für unseren Sohn (14 Jahre) leisten.,-0.74,negative
6AC1903A-1BE4-EE11-904C-002248A3D3C7,0.56,0.26,0.18,neutral,0.02,0.82,0.16,Streik,bekannt,Dann wurde am Dienstag der Streik am Hamburger Flughafen bekannt.,-0.38,mixed
55F7E42E-3AFA-EE11-A1FE-0022489AE2FC,0.29,0.09,0.62,positive,0.98,0.02,0.01,Anlage,super,Nach einigen Enttäuschungen hat es am Ende trotzdem alles gut geklappt mit vollen Zufriedenheit.Die Anlage ist super.,0.33,mixed
64258950-23FA-EE11-A1FE-002248A3D3C7,0.09,0.12,0.79,positive,0.99,0.01,0,Poollandschaft,riesiger,"Wunderschöne Anlage mit riesiger Poollandschaft, kristallklares Meer, Palmen.Das Essen war gut und alles blitzeblank sauber. ",0.7,mixed
D0D27497-9EFF-EE11-9F89-6045BDDF0E33,0.01,0.04,0.95,positive,0.96,0.03,0.01,Animation,beste,Es war für uns bisher der beste in Bezug auf Service Ausstattung und Animation des Hotels.,0.94,positive
730F8AF1-3EFA-EE11-A1FE-002248A3D3C7,0.02,0.13,0.86,positive,0.98,0.02,0,Essen,lecker,"Der Strand ist schön, das Essen ist lecker und vielfältig. ",0.84,positive
FAE953D2-44D7-EE11-904C-000D3A67B052,0.19,0.2,0.61,neutral,0.44,0.53,0.03,Nachfrage,Lieb,Einfach lieb nachfragen.,0.42,mixed
730F8AF1-3EFA-EE11-A1FE-002248A3D3C7,0.02,0.13,0.86,positive,0.98,0.02,0,Strand,schön,"Der Strand ist schön, das Essen ist lecker und vielfältig. ",0.84,positive
39517BD7-4B05-EF11-9F89-000D3ABA505B,0.03,0.1,0.87,positive,1,0,0,Essen,hochwertiges,"Schöne Anlage, sehr nettes Personal, qualitativ hochwertiges und abwechslungsreiches Essen. ",0.84,positive
0510D898-2DFA-EE11-A1FE-002248A3D195,0,0.03,0.96,neutral,0.22,0.76,0.02,Hotel,Ruhiges,\nHOTEL: Ruhiges Hotel.,0.96,positive
7FEDDD3D-F105-EF11-9F89-6045BDDDFB2D,0.06,0.25,0.68,positive,0.59,0.4,0.01,Olga,nett,"Sema, Olga und Sinem von der Gästebetreuung haben uns sehr nett begrüßt. ",0.62,mixed
0A518DF8-A6FF-EE11-9F89-6045BDDF0E33,0.01,0.14,0.85,positive,0.54,0.44,0.02,Animation,abwechslungsreiches,Die Animation bietet abwechslungsreiches und spannendes Programm.,0.84,positive
C3DADF4B-50D7-EE11-904C-000D3A67B052,0.33,0.12,0.54,neutral,0.06,0.93,0.02,Luna blanca,angenehmer Aufenthalt,HOTEL: Wir waren im August 10 Tage im Luna Blanca.,0.21,mixed
F6B93960-9DFF-EE11-9F89-000D3AB55801,0.45,0.2,0.36,positive,0.93,0.07,0.01,Pools,schönen,"Wer einen entspannten Urlaub in einer großen Anlage mit schönen Pools und sehr leckeren Essen verbringen möchte, ist hier gut aufgehoben.",-0.09,mixed
999614F8-36FA-EE11-A1FE-002248A3D3C7,0.01,0.34,0.65,neutral,0.23,0.74,0.03,Mitarbeiter,liebenswürdigen,"\nHOTEL: Hotel mit 3 schönen Pools, zweckmässigen Zimmern, hervorragender Küche und liebenswürdigen, zuvorkommenden Mitarbeiter in allen Bereichen.\nFOOD: Gutes, abwechslungsreiches Essen.\nSPORT: Freundliches und nicht aufdringliches Animationsteam.\nLOCATION: Schönes Hausriff und nur wenige Minuten vom der Corayabay entfernt. ",0.64,positive
65A62ADE-4B05-EF11-9F89-0022489DE34D,0.07,0.14,0.79,positive,0.77,0.2,0.03,Hotel,großartig,\nGENERAL: Das Hotel ist wirklich großartig.,0.72,mixed
ED29DE63-3BFA-EE11-A1FE-002248A3D3C7,0.15,0.19,0.66,neutral,0.06,0.92,0.02,Freizeitangebote,zahlreich,\nSPORT: Freizeitangebote waren zahlreich vorhanden.,0.51,mixed
44E47D67-D205-EF11-9F89-000D3AB47452,0.4,0.18,0.41,positive,0.95,0.04,0,Hotel,gutes,\nGENERAL: Wir finden das Hotel ist ein gutes Hotel mit tollem Personal.,0.01,mixed
FAE953D2-44D7-EE11-904C-000D3A67B052,0.19,0.2,0.61,neutral,0.03,0.96,0.02,Safari,gut gebucht,Unsere 4 tägige Safari haben wir im Vorfeld aus Deutschland gebucht.,0.42,mixed
FAE953D2-44D7-EE11-904C-000D3A67B052,0.19,0.2,0.61,neutral,0.03,0.96,0.02,Safari,gut gebucht,Unsere 4 tägige Safari haben wir im Vorfeld aus Deutschland gebucht.,0.42,mixed
E5CB1750-A6FF-EE11-9F89-0022489CFF41,0.01,0.32,0.67,positive,0.54,0.44,0.01,Auswahl,große,"\nGENERAL: Die Hotelanlage ist sehr groß und bietet viele Möglichkeiten und Platz um einen schönen Urlaub mit Famile oder als Paar zu verbringen.\nFOOD: Das Essen ist gut, ob zum Frühstück, Mittag-oder Abendessen, international, abwechslungsreich, große Auswahl an Speisen. ",0.66,positive
089596E0-2FFA-EE11-A1FE-002248A3D3C7,0.3,0.2,0.5,positive,0.79,0.2,0.01,Mitarbeiter,nette,"\nHOTEL: Schönes Hotel gepflegt ,sehr nette Mitarbeiter ,toller Strand, genügend Sonnenschirme ,gute Animation ,Zimmer sehr schön sauber alles top\nFOOD: Viele Restaurants immer sehr schön angerichtet schmeckt alles super gehen gar nicht ins Buffetrestaurant freundliche ,aufmerksame Mitarbeiter \nSPORT: Mega Fitnessraum. ",0.2,mixed
